corregimie,ndvi_anom,fecha,vci,spi_1
El Roble,0.71372502168,2024-04-01,100,0.0759546152698
Pocrí,1,2024-04-01,100,-0.197906220273
Pueblos Unidos,1,2024-04-01,100,0.071955270526
Virgen del Carmen,1,2024-04-01,100,-0.127481907578
Antón (Cabecera),0.852328820112,2024-04-01,77.1693372189,0.0462500807525
Caballero,0.871243792751,2024-04-01,86.0614089408,0.31843059429
Cabuya,0.836031465545,2024-04-01,84.3207315913,0.558680791782
El Chirú,0.514737373597,2024-04-01,57.7547719848,0.145119676369
El Retiro,0.91370280839,2024-04-01,80.7221665412,0.292015711591
El Valle,0.958965500271,2024-04-01,90.4752795236,0.422358807176
Juan Díaz,0.472670577622,2024-04-01,68.0932733083,-0.074477018146
Río Hato,0.527443741885,2024-04-01,67.5566614707,0.296447544932
San Juan de Dios,0.757301815732,2024-04-01,78.8148251583,0.224033796578
Santa Rita,0.897687741973,2024-04-01,83.2386785194,0.379703563959
El Harino,0.882141045317,2024-04-01,82.8770357651,-0.0635714292259
El Potrero,0.0876904468588,2024-04-01,49.9149074205,0.000821594503887
La Pintada (Cabecera),-0.0194799487189,2024-04-01,48.1184990714,0.0235972544606
Las Lomas,0.924154291148,2024-04-01,88.4093657388,-0.0563294820172
Llano Grande,0.36479501948,2024-04-01,68.2204614241,0.0793407020273
Llano Norte,0.528737275124,2024-04-01,76.1017090924,0.152797611898
Piedras Gordas,0.65128352447,2024-04-01,79.001159406,0.047694461049
Capellanía,0.56190723192,2024-04-01,100,-0.164908472057
El Caño,0.461031645295,2024-04-01,82.4503555663,-0.187242095932
Guzmán,0.475003053647,2024-04-01,65.9093636051,-0.0665157620103
Las Huacas,1,2024-04-01,100,-0.16772759234
Natá (Cabecera),0.864460180157,2024-04-01,94.3727497924,-0.240169674767
Toza,1,2024-04-01,100,-0.135417493112
Villarreal,1,2024-04-01,100,-0.103054526277
El Copé,1,2024-04-01,100,-0.121947703382
El Palmar,0.690172062258,2024-04-01,84.4852775217,-0.0919676195181
El Picacho,1,2024-04-01,100,-0.178625212857
La Pava,1,2024-04-01,100,-0.137951325703
Olá (Cabecera),1,2024-04-01,97.0482355154,-0.13373749479
Cañaveral,0.385202787694,2024-04-01,62.0339330059,-0.0535660741898
Chiguirí Arriba,1,2024-04-01,90.0399375073,0.22601688943
Coclé,0.864051388035,2024-04-01,100,-0.209497069108
El Coco,0.769961836829,2024-04-01,87.959170096,-0.156531489028
Victoriano Lorenzo,0.447897989032,2024-04-01,74.9502481141,0.172503371302
Penonomé (Cabecera),0.670008526371,2024-04-01,77.7230247545,0.0333103093905
Río Grande,0.73184748195,2024-04-01,60.7396555343,-0.172962173972
Río Indio,0.516625335616,2024-04-01,74.195240284,0.457037326036
Toabré,0.614931410811,2024-04-01,78.0540961148,0.237567295237
Tulú,0.57560222684,2024-04-01,74.5443755768,0.306289718294
Reicito,0.757308960432,2024-04-01,83.059633124,0.425115350358
Tucue,0.661341925986,2024-04-01,78.1094084603,0.341591392558
Las Minas,0.129423213117,2024-04-01,59.7885701032,0.0809882195369
San Miguel,0.724020885747,2024-04-01,80.3955445481,0.33811924299
Ovalle,1,2024-04-01,90.1937113649,0.268171465748
Pajonal,0.569255832159,2024-04-01,79.1872570029,0.271719118076
Aguadulce (Cabecera),0.821094277533,2024-05-01,77.2898325029,0.146465778508
Barrios Unidos,0.391511515852,2024-05-01,59.4076661102,0.165627678763
El Cristo,1,2024-05-01,93.7965832976,0.042711182761
El Hato de San Juan de Dios,1,2024-05-01,100,-0.0353914392051
El Roble,0.873463080987,2024-05-01,76.1097182859,0.153482651921
Pocrí,1,2024-05-01,98.4886827134,0.157089109484
Pueblos Unidos,1,2024-05-01,89.9071788754,0.059740823317
Virgen del Carmen,1,2024-05-01,99.9076720402,0.116505839156
Antón (Cabecera),0.48306917565,2024-05-01,73.5169296421,-0.297060963556
Caballero,0.261296613019,2024-05-01,70.460869573,-0.664867653047
Cabuya,-0.419772728727,2024-05-01,45.34373843,-0.837302808003
El Chirú,0.505287774385,2024-05-01,70.7096189865,-0.381846430884
El Valle,-0.451558216042,2024-05-01,41.9968604456,-0.853864988898
Juan Díaz,0.125525019733,2024-05-01,56.9606761855,-0.254372853732
Río Hato,0.198982235115,2024-05-01,63.3754565446,-0.609307864517
San Juan de Dios,0.362596229785,2024-05-01,71.7822697495,-0.599222799536
Santa Rita,0.142036731996,2024-05-01,66.5502018787,-0.651169469002
El Harino,0.39821455807,2024-05-01,72.2299292131,-0.431902532426
El Potrero,0.285944898704,2024-05-01,61.926725352,-0.300381295221
La Pintada (Cabecera),-0.0559211923058,2024-05-01,53.129955773,-0.354583312465
Las Lomas,0.345717786246,2024-05-01,73.9169491262,-0.324911119692
Llano Grande,0.204038826679,2024-05-01,64.8022304344,-0.459294528023
Llano Norte,0.928408703821,2024-05-01,90.5645506668,-0.683130351133
Piedras Gordas,0.253060959935,2024-05-01,70.0965401971,-0.3608090331
Capellanía,1,2024-05-01,86.04185473,0.109081970504
El Caño,0.566827340575,2024-05-01,64.6562698468,-0.0939374369124
Guzmán,0.370083489587,2024-05-01,65.1068132287,-0.217547098283
Las Huacas,0.290469843328,2024-05-01,70.1554719255,-0.0432493398322
Natá (Cabecera),0.469518966674,2024-05-01,100,0.103834342688
Toza,1,2024-05-01,88.1512182762,-0.0607330435322
Villarreal,1,2024-05-01,100,-0.0189967407891
El Copé,0.622052163344,2024-05-01,81.0066496553,-0.15218266984
El Palmar,-0.168982885957,2024-05-01,51.2567954087,-0.245240246346
El Picacho,0.923704140034,2024-05-01,88.7029704882,-0.121645364095
La Pava,0.274159041673,2024-05-01,59.2933480849,-0.158503245797
Olá (Cabecera),-0.139385271955,2024-05-01,51.1804433257,-0.197307328179
Cañaveral,0.0130545985849,2024-05-01,56.7712268,-0.290992767456
Chiguirí Arriba,0.20116557411,2024-05-01,60.7201549607,-0.839591494271
Coclé,0.554386447835,2024-05-01,69.4539033031,-0.122929748136
El Coco,0.0920271572043,2024-05-01,56.1820446491,-0.187990338384
Victoriano Lorenzo,0.360503813664,2024-05-01,69.7134709091,-0.552872383864
Penonomé (Cabecera),0.0581991176849,2024-05-01,56.6053121492,-0.339436952081
Río Grande,0.175269445427,2024-05-01,57.4172825126,-0.190432585691
Río Indio,0.0928983818722,2024-05-01,60.1898140396,-1.18891255628
Toabré,0.309347040347,2024-05-01,68.0325350785,-0.751019496483
Tulú,0.594185845985,2024-05-01,76.6978982942,-0.810912509934
Reicito,1,2024-05-01,89.7480120296,-1.16835266965
Tucue,0.461951659699,2024-05-01,70.9844285056,-0.897774105667
Las Minas,0.189955118472,2024-05-01,64.1362557054,-0.465442826929
San Miguel,0.366821751694,2024-05-01,69.710631422,-0.965104854653
Ovalle,-0.268965262603,2024-05-01,47.1324206491,-0.957201146633
Pajonal,0.588276018936,2024-05-01,78.4772299595,-0.697413344537
Aguadulce (Cabecera),-0.0869651045502,2024-06-01,42.6892448936,0.557759726913
Barrios Unidos,-0.606421935109,2024-06-01,37.1201792907,0.438238259764
El Cristo,0.542764840237,2024-06-01,71.5320575691,0.991800844859
El Hato de San Juan de Dios,0.616734173673,2024-06-01,86.3426291459,1.25143568582
El Roble,-0.315677281989,2024-06-01,46.7960895846,0.961666550595
Pocrí,-0.790852066129,2024-06-01,0,0.263022087436
Pueblos Unidos,0.359529026111,2024-06-01,78.9492675267,1.60537498631
Virgen del Carmen,0.681458770445,2024-06-01,83.3541164475,0.562888934475
Antón (Cabecera),-0.230245334885,2024-06-01,51.8509565426,-0.0772526738995
Caballero,-0.537605788048,2024-06-01,45.7493689905,0.0953102811421
Cabuya,-0.91067648714,2024-06-01,26.5571867023,0.215612163767
El Chirú,-0.22210054682,2024-06-01,47.0811916098,0.13707279554
El Retiro,-0.159633466059,2024-06-01,56.176061327,0.0695662670224
El Valle,-0.540047438717,2024-06-01,37.3667204227,0.295487149113
Juan Díaz,-0.555267232833,2024-06-01,35.5321022137,-0.150646221867
Río Hato,-0.287227793267,2024-06-01,49.8538094878,0.254541805095
San Juan de Dios,-0.765057763292,2024-06-01,42.2956428628,0.0584285998354
Santa Rita,-0.532170323365,2024-06-01,48.2357112857,0.0156204772271
El Harino,0.246267560224,2024-06-01,65.7650071511,-0.125412735391
El Potrero,0.208198718939,2024-06-01,70.6497578366,-0.0910640090792
La Pintada (Cabecera),-0.183780518915,2024-06-01,50.8730179041,0.0180586032846
Las Lomas,-0.372818402986,2024-06-01,44.9220913436,-0.13072832871
Llano Grande,-0.680671134628,2024-06-01,41.5057274037,0.13946645815
Llano Norte,0.544326277484,2024-06-01,79.4512427264,-0.222170944636
Piedras Gordas,0.0751010404329,2024-06-01,63.8725680373,-0.0697336282981
Capellanía,-0.348543359399,2024-06-01,31.5220203799,0.138349807735
El Caño,0.673443184095,2024-06-01,82.1777624247,-0.255971216787
Guzmán,0.485242855441,2024-06-01,80.5486540829,-0.096376182699
Las Huacas,0.0463104169895,2024-06-01,58.554041282,0.453312794195
Natá (Cabecera),-0.335903629515,2024-06-01,34.3243715762,-0.104577332257
Toza,1,2024-06-01,93.9640782741,0.466160174081
Villarreal,0.936604059089,2024-06-01,89.5444275999,0.685735552529
El Copé,-0.0849842148158,2024-06-01,58.644631867,0.43018119528
El Palmar,-0.0838058439956,2024-06-01,52.1281006517,-0.0358015767737
El Picacho,0.682118602539,2024-06-01,85.2098742555,0.449347671982
La Pava,0.538674160023,2024-06-01,87.1331203884,0.0182684713769
Olá (Cabecera),0.0641131079174,2024-06-01,72.6734362313,0.256470004174
Cañaveral,-0.246744113904,2024-06-01,38.0383807284,-0.14789548099
Chiguirí Arriba,0.636959946537,2024-06-01,69.8341113445,0.398723924173
Coclé,-0.112829744615,2024-06-01,53.0426387022,-0.292121615631
El Coco,-0.336297803566,2024-06-01,43.1621023419,-0.206552545422
Victoriano Lorenzo,-0.357673582738,2024-06-01,48.1412923028,0.0360624667198
Penonomé (Cabecera),-0.289643649106,2024-06-01,42.7225192293,-0.102844499319
Río Grande,0.372569347223,2024-06-01,59.8696512308,-0.305224351216
Río Indio,0.262487958059,2024-06-01,66.8618131675,-0.154002060586
Toabré,0.0119669561835,2024-06-01,60.6288727549,0.138254114556
Tulú,0.214809545076,2024-06-01,67.8707567312,0.0387320289564
Reicito,0.625622897271,2024-06-01,82.5054726243,-0.182660129117
Tucue,0.421747743369,2024-06-01,74.8094044747,0.06835429746
Las Minas,-0.653349089509,2024-06-01,33.5710670785,0.150734987101
San Miguel,0.241750745272,2024-06-01,71.2079424702,0.143239121447
Ovalle,0.909452632027,2024-06-01,81.974060717,0.190161904794
Pajonal,-0.523769394137,2024-06-01,40.8162568828,0.287102329038
Aguadulce (Cabecera),-0.189085358769,2024-07-01,41.2070291829,-0.133219342965
Barrios Unidos,0.121735333761,2024-07-01,50.5852334267,-0.171614345142
El Cristo,-0.469810762589,2024-07-01,27.0350803107,-0.076632678091
El Hato de San Juan de Dios,0.188323832791,2024-07-01,58.13133192,-0.0586097783633
El Roble,0.257792309719,2024-07-01,66.8185487424,-0.203331674332
Pocrí,-0.928045809269,2024-07-01,16.3969058886,-0.102399031739
Pueblos Unidos,0.247517910524,2024-07-01,69.9760927455,-0.105456426547
Virgen del Carmen,-0.67543258949,2024-07-01,13.2289684493,-0.0795974327026
Antón (Cabecera),0.0641033474951,2024-07-01,57.2128993466,0.0572597960156
Cabuya,0.349559079629,2024-07-01,74.84965337,0.206618563575
El Chirú,0.100526195307,2024-07-01,63.5823045504,-0.0341707222555
El Retiro,0.669778619345,2024-07-01,83.3563843256,0.0429589283599
El Valle,0.544800888573,2024-07-01,70.2043621744,0.304057175294
Juan Díaz,-0.744494248512,2024-07-01,33.7558248595,0.104517520168
Río Hato,0.95381523935,2024-07-01,89.134576497,-0.0446657705198
San Juan de Dios,-0.747791873767,2024-07-01,48.7633919003,0.29786653193
Santa Rita,0.385661686028,2024-07-01,79.4268707589,0.15628813663
El Harino,-0.408355490374,2024-07-01,36.902308996,0.369664891921
El Potrero,-0.923002357341,2024-07-01,22.8080735393,0.314246532299
La Pintada (Cabecera),-1,2024-07-01,0,0.398083024211
Las Lomas,-0.599526283937,2024-07-01,30.410246973,0.335542999626
Llano Grande,-0.975987678486,2024-07-01,20.9975866224,0.464872822652
Llano Norte,0.627862909886,2024-07-01,71.4056578838,0.468239477627
Piedras Gordas,-0.615264478406,2024-07-01,32.3635845506,0.366412606326
Capellanía,-1,2024-07-01,21.0231084915,-0.0118538594525
El Caño,-0.0771420924736,2024-07-01,48.841057726,0.103185278299
Guzmán,-0.675649044211,2024-07-01,11.2491115572,0.259796235164
Las Huacas,0.316806687627,2024-07-01,66.6197358215,0.278192647633
Natá (Cabecera),-0.510188116268,2024-07-01,35.2261109444,-0.0142709010703
Toza,-0.497522462479,2024-07-01,26.2754007799,0.0292740834585
Villarreal,-0.851526551088,2024-07-01,13.2123787804,0.00251918046777
El Copé,0.170252683645,2024-07-01,66.9463785485,0.204260087236
El Palmar,-0.0430424502375,2024-07-01,53.7625431296,0.351015079639
El Picacho,-0.0212808251119,2024-07-01,38.3192595979,0.0624882229042
La Pava,-0.185479437322,2024-07-01,43.6634178508,0.133990906357
Olá (Cabecera),0.167246579758,2024-07-01,46.8528657955,0.15736321996
Cañaveral,-0.412849821298,2024-07-01,25.2950557086,0.269782571721
Chiguirí Arriba,-0.163256874322,2024-07-01,41.9573175278,0.361403908424
Coclé,-0.520738456078,2024-07-01,34.930957929,0.131937349571
El Coco,-0.50279408116,2024-07-01,48.4306996201,0.136235876628
Victoriano Lorenzo,-0.82088683947,2024-07-01,38.1573064345,0.339344426753
Penonomé (Cabecera),0.284000420681,2024-07-01,67.8176186896,0.300535128253
Río Grande,-0.434513614479,2024-07-01,33.003100671,0.145095118928
Río Indio,-0.202099625888,2024-07-01,43.2736130902,0.684661743143
Toabré,-0.887153425122,2024-07-01,27.007251577,0.46683991797
Tulú,-0.478886919558,2024-07-01,38.5500327155,0.44218435922
Reicito,-0.712510722041,2024-07-01,28.7467416076,0.647460208538
Tucue,-0.84432319919,2024-07-01,26.2881631945,0.507338002918
Las Minas,-0.587789701473,2024-07-01,43.9934591534,0.43440915928
San Miguel,-0.593382973589,2024-07-01,31.6440912476,0.564485047569
Ovalle,-0.475960442349,2024-07-01,31.1993517096,0.537225823748
Pajonal,-0.848983857316,2024-07-01,28.604210259,0.331349833037
Aguadulce (Cabecera),0.302052361549,2024-08-01,65.4857525376,1.44518212059
Barrios Unidos,0.153131383747,2024-08-01,59.6966690009,1.42730564638
El Cristo,0.627614159905,2024-08-01,82.7420746745,1.47399272342
El Hato de San Juan de Dios,0.685659799707,2024-08-01,88.5509913054,1.42826845777
El Roble,0.396663755707,2024-08-01,74.4388259198,1.65134002739
Pocrí,0.30472071164,2024-08-01,66.7251069588,1.31304729863
Pueblos Unidos,0.412831927612,2024-08-01,82.4295774789,1.70225020283
Virgen del Carmen,0.688723773962,2024-08-01,76.8202646268,1.39156826021
Antón (Cabecera),0.104302545363,2024-08-01,60.7308585558,1.21941982404
Caballero,-0.489431858246,2024-08-01,43.4181084376,1.16613422708
Cabuya,-0.599154700018,2024-08-01,40.7479715606,1.18631562076
El Chirú,0.0250487332492,2024-08-01,64.3672085117,1.26939385078
El Retiro,-0.473875363212,2024-08-01,43.9404038377,1.22956155875
El Valle,0.0832005281074,2024-08-01,55.5028564918,1.15387759911
Juan Díaz,0.0700272256363,2024-08-01,37.0019291912,1.1873431142
Río Hato,-0.529811964887,2024-08-01,42.6789926234,1.30024170286
San Juan de Dios,-0.177868737407,2024-08-01,48.9904890459,1.16780748748
El Harino,0.266265526107,2024-08-01,64.7388566015,0.435007364861
El Potrero,0.58732729759,2024-08-01,79.3111000417,0.808469872212
La Pintada (Cabecera),0.273635784282,2024-08-01,71.1985439077,0.87303749012
Las Lomas,-0.339897152843,2024-08-01,37.464044148,0.562446175465
Llano Grande,0.199549156319,2024-08-01,72.4806093576,0.748241485774
Llano Norte,0.226857588124,2024-08-01,75.3105168533,0.171424886061
Piedras Gordas,-0.00766291099473,2024-08-01,59.9900917792,0.557336315713
Capellanía,0.419607494209,2024-08-01,68.9386373681,1.22876996656
El Caño,0.64624644916,2024-08-01,79.813663737,0.972605935304
Guzmán,0.365737157007,2024-08-01,65.4889125557,0.761705289827
Las Huacas,0.374871642199,2024-08-01,72.0325992356,0.899701446695
Natá (Cabecera),0.116155346922,2024-08-01,59.2174310924,1.22992649734
Toza,0.572335593837,2024-08-01,70.9935403606,1.13151088929
Villarreal,0.76514899848,2024-08-01,81.4661663573,1.23311674237
El Copé,0.500034302359,2024-08-01,75.662541246,0.905674898764
El Palmar,-0.415669907349,2024-08-01,34.4512187267,0.671017818854
El Picacho,0.336219553078,2024-08-01,66.7859538349,1.07968271583
La Pava,0.596417831763,2024-08-01,79.7293913072,0.88253957139
Olá (Cabecera),0.301151274997,2024-08-01,68.2392064279,0.902657155579
Cañaveral,0.358625349631,2024-08-01,65.6942446949,0.991571358734
Chiguirí Arriba,0.18531528757,2024-08-01,54.273039183,1.11451944405
Coclé,0.437618645711,2024-08-01,64.5338545802,1.15266004297
El Coco,0.258190929237,2024-08-01,58.6980449204,1.16256077568
Victoriano Lorenzo,-0.141132935973,2024-08-01,50.4206533714,1.08673050371
Penonomé (Cabecera),0.253330170604,2024-08-01,59.5401549643,0.995185163216
Río Grande,0.340561622865,2024-08-01,69.2670627427,1.06992349048
Río Indio,-1,2024-08-01,25.8402521912,0.260760171284
Toabré,0.0619001190802,2024-08-01,64.3395289507,0.941881400012
Tulú,-0.0486705909192,2024-08-01,63.1022736819,0.487802897978
Reicito,-1,2024-08-01,32.3179922689,0.201161183831
Tucue,-0.441253670319,2024-08-01,53.0973967814,0.579506927858
Las Minas,-0.0505931667774,2024-08-01,65.9683686453,0.936216763403
San Miguel,-0.679105223794,2024-08-01,42.402917426,0.640188956893
Ovalle,-0.0704109920647,2024-08-01,50.0966670168,0.925677928089
Pajonal,0.113324632285,2024-08-01,59.9399288231,1.152554036
Aguadulce (Cabecera),0.204729994549,2024-09-01,67.594904546,3.95050150392
Barrios Unidos,0.298557237063,2024-09-01,62.6681355172,4.42859855513
El Cristo,-0.551749842997,2024-09-01,37.5587661856,3.2306914729
El Hato de San Juan de Dios,-1,2024-09-01,0,3.23489734815
El Roble,0.525868500437,2024-09-01,74.0258584577,4.84224917465
Santa Rita,-1,2024-08-01,19.3153862384,1.17382257876
Pocrí,-0.00882102974824,2024-09-01,58.1574005683,3.63530043552
Pueblos Unidos,-0.316268949433,2024-09-01,50.4236992901,4.55329653941
Virgen del Carmen,-0.196500771587,2024-09-01,51.8563474046,3.36864635529
Antón (Cabecera),0.0817105565591,2024-09-01,61.2747416756,3.04258195601
Caballero,0.280703868301,2024-09-01,72.0195237753,1.92984679404
Cabuya,0.274406953519,2024-09-01,59.6727412625,2.42148003605
El Chirú,0.217588767333,2024-09-01,68.5647629317,3.13902896864
El Retiro,0.639249852413,2024-09-01,81.6715226916,2.59906505126
El Valle,0.326721787767,2024-09-01,61.3424651456,2.18239590057
Juan Díaz,-0.0236405527368,2024-09-01,57.861599492,2.90763637123
Río Hato,0.36360690986,2024-09-01,66.3283335173,2.91217239438
San Juan de Dios,0.123859578063,2024-09-01,65.049807033,1.74216891832
Santa Rita,0.371977309677,2024-09-01,72.7069263341,2.2480986495
El Harino,0.660928997239,2024-09-01,75.8998769708,0.969704807678
El Potrero,0.38443852478,2024-09-01,72.7000043229,1.20536710955
La Pintada (Cabecera),0.506948879613,2024-09-01,85.5045754925,1.24044268492
Las Lomas,0.746606244871,2024-09-01,79.8221140941,0.824437432105
Llano Grande,0.546030361538,2024-09-01,85.0744703572,1.13664568973
Llano Norte,0.594659837583,2024-09-01,85.5672900903,0.606634054659
Piedras Gordas,0.104764734477,2024-09-01,69.4994859293,0.936800415761
Capellanía,-0.518335412526,2024-09-01,33.5228448851,3.03564448152
El Caño,0.438003178099,2024-09-01,69.0450385253,1.61803593485
Guzmán,0.31559074463,2024-09-01,67.3801206794,0.893645972624
Las Huacas,0.569744617513,2024-09-01,63.3408012695,1.44898419869
Natá (Cabecera),-0.0723434175003,2024-09-01,54.5217376964,3.22418644114
Toza,-0.15243237313,2024-09-01,44.1007133522,1.90187897836
Villarreal,-0.928434449174,2024-09-01,20.7060346871,2.33602854323
El Copé,0.106029790441,2024-09-01,59.3067047622,1.25956967785
El Palmar,0.801775115796,2024-09-01,80.7654634837,0.736298995542
El Picacho,-0.0825093002392,2024-09-01,60.5228266886,1.62775353956
La Pava,0.209324836906,2024-09-01,65.8836896778,1.17939925869
Olá (Cabecera),0.476793950572,2024-09-01,68.8298536197,1.20300037594
Cañaveral,0.761199912143,2024-09-01,89.4892434505,1.6880116043
Chiguirí Arriba,0.346154864354,2024-09-01,66.7512302652,2.17275060354
Coclé,0.624050761039,2024-09-01,79.7639531293,2.72726324558
El Coco,0.14271381492,2024-09-01,65.5161040536,2.80984069465
Victoriano Lorenzo,0.275719267875,2024-09-01,74.2540612369,1.57539603676
Penonomé (Cabecera),0.76115296529,2024-09-01,87.2793823711,1.72512183078
Río Grande,0.148468711033,2024-09-01,56.7503432915,1.98717598251
Río Indio,0.457940161353,2024-09-01,76.551807,1.44044375142
Toabré,-0.0292865344183,2024-09-01,59.498449921,1.50481916992
Tulú,0.669082171139,2024-09-01,83.1701644789,1.06005932191
Reicito,0.341316587369,2024-09-01,75.0511036265,1.06054506499
Tucue,0.53605522203,2024-09-01,79.9519607781,1.17571799475
Las Minas,0.405959201612,2024-09-01,77.0812419176,1.35470023368
San Miguel,0.256812893892,2024-09-01,71.8949354589,1.33120310699
Ovalle,0.409323992397,2024-09-01,73.0786861362,2.1362402387
Pajonal,-0.132935253154,2024-09-01,56.5407035993,1.83078304624
Aguadulce (Cabecera),0.808889875967,2024-10-01,87.18547159,0.0355861081558
Barrios Unidos,0.392924481115,2024-10-01,74.8391224306,0.0676539508745
El Cristo,0.493097544045,2024-10-01,75.6943012739,-0.288480586131
El Hato de San Juan de Dios,0.412031365577,2024-10-01,71.0289826795,-0.407044316696
El Roble,0.438162150734,2024-10-01,73.0588260213,0.224000892416
Pocrí,0.590708653773,2024-10-01,79.1987242892,-0.0597314723032
Pueblos Unidos,0.39250105202,2024-10-01,70.3332514989,0.0226938297876
Virgen del Carmen,0.678858646929,2024-10-01,83.9600420759,-0.134358893261
Antón (Cabecera),0.0549338410606,2024-10-01,55.6638088559,-0.282851443443
Caballero,0.978582362746,2024-10-01,97.5386662087,-0.208865795656
Cabuya,0.752509470931,2024-10-01,86.6556992713,-0.317343903444
El Chirú,0.650219777539,2024-10-01,85.0357837226,-0.232898761321
El Retiro,0.874147550773,2024-10-01,95.1039802806,-0.36984709352
El Valle,-0.259540744684,2024-10-01,49.994530854,-0.130779107164
Juan Díaz,-0.230037122238,2024-10-01,52.4486447843,-0.345549147063
Río Hato,0.357888930668,2024-10-01,72.5791842853,-0.34526624933
San Juan de Dios,0.536202973053,2024-10-01,84.8065891379,-0.25461598109
Santa Rita,0.907122388861,2024-10-01,96.9670789622,-0.276050403693
El Harino,1,2024-10-01,91.2112310423,-1.58234110012
El Potrero,0.575176438495,2024-10-01,83.5942358467,-1.14647072648
La Pintada (Cabecera),0.543778245416,2024-10-01,81.6984462127,-1.03890736883
Las Lomas,0.935066799748,2024-10-01,79.6287803924,-1.60896583734
Llano Grande,0.485754498469,2024-10-01,80.3977653185,-1.02006331061
Llano Norte,0.59543533539,2024-10-01,82.91990599,-1.32452824533
Piedras Gordas,0.64058565513,2024-10-01,84.1722038985,-1.35018835185
Capellanía,0.559315084795,2024-10-01,77.1129747649,-0.225026260106
El Caño,0.370274596781,2024-10-01,77.2740847117,-0.925441221957
Guzmán,0.784865214069,2024-10-01,81.354302382,-1.30029102112
Las Huacas,0.425257833586,2024-10-01,66.2529760085,-1.48303089395
Natá (Cabecera),0.656454460598,2024-10-01,76.9624599872,-0.347080147462
Toza,0.425067787955,2024-10-01,72.2875264035,-0.935588011821
Villarreal,0.381936940468,2024-10-01,68.7019663681,-0.652144270927
El Copé,0.216283453202,2024-10-01,63.9876622927,-1.52548129571
El Palmar,0.709775660984,2024-10-01,75.1237898028,-1.65437013379
El Picacho,0.542844344298,2024-10-01,79.4500966308,-1.12270269767
La Pava,0.388870358613,2024-10-01,76.2576869847,-1.20081606496
Olá (Cabecera),0.817821255617,2024-10-01,78.0397175147,-1.38940779158
Cañaveral,0.649529595334,2024-10-01,83.9091123303,-0.857487097059
Chiguirí Arriba,-0.455367021268,2024-10-01,44.2728722809,-0.260084926185
Coclé,0.447116591705,2024-10-01,74.5891480222,-0.520983230385
El Coco,-0.044475778322,2024-10-01,50.6155733541,-0.470438893162
Victoriano Lorenzo,-0.0483098590168,2024-10-01,67.3550695194,-0.346585846859
Penonomé (Cabecera),0.163761310181,2024-10-01,54.7293349312,-0.656388704853
Río Grande,0.433379124495,2024-10-01,76.6824378497,-0.778176644389
Río Indio,0.478397724839,2024-10-01,77.2566026393,-0.620984124016
Toabré,0.0353105211299,2024-10-01,63.7429006802,-0.563451730738
Tulú,0.553247088552,2024-10-01,80.0568582727,-0.949098019129
Reicito,0.148336849246,2024-10-01,66.327108423,-0.738573789687
Tucue,0.3833025715,2024-10-01,75.6376110596,-0.864816838345
Las Minas,0.0854877961383,2024-10-01,67.5518657405,-0.808116203
San Miguel,-0.373746309981,2024-10-01,50.915990544,-0.794261833094
Ovalle,0.340740855115,2024-10-01,72.7578711134,-0.507385580503
Pajonal,-0.768855620692,2024-10-01,39.0932967937,-0.281283935202
Aguadulce (Cabecera),0.273506520111,2024-11-01,72.1004095719,1.76280433485
Barrios Unidos,0.300455733704,2024-11-01,70.9310069368,1.83555099483
El Cristo,0.290403970471,2024-11-01,72.9417223794,1.594288012
El Hato de San Juan de Dios,0.416445195549,2024-11-01,77.5664382813,1.53091546233
El Roble,0.140406470903,2024-11-01,64.3945862839,1.96927659732
Pocrí,0.20060709763,2024-11-01,66.07447656,1.58923866623
Pueblos Unidos,0.293744788434,2024-11-01,75.5103865176,1.92488344395
Virgen del Carmen,0.505205015221,2024-11-01,77.8778472475,1.57246224943
Antón (Cabecera),0.249095859448,2024-11-01,69.8808157776,0.864684894285
Caballero,0.368559795366,2024-11-01,80.7498839611,0.469346370627
Cabuya,0.50981153748,2024-11-01,83.8633577874,0.40090646903
El Chirú,0.303742539731,2024-11-01,69.9241726492,0.718722439347
El Retiro,0.677573414073,2024-11-01,87.9322927789,0.480657825056
El Valle,-0.367422750782,2024-11-01,40.7359943017,0.349671589583
Juan Díaz,0.245873752833,2024-11-01,66.551358448,0.897982094015
Río Hato,0.646811309259,2024-11-01,83.3028540466,0.358175658883
San Juan de Dios,0.225967959521,2024-11-01,73.875162109,0.414408469092
Santa Rita,0.760808906484,2024-11-01,95.2816879221,0.442499838651
El Harino,0.48157372139,2024-11-01,77.2281418039,-0.460710375514
El Potrero,0.383280692215,2024-11-01,81.0257805359,0.0307316477343
La Pintada (Cabecera),0.467823013338,2024-11-01,84.4291265644,-0.103015523594
Las Lomas,0.349069857998,2024-11-01,69.470674847,-0.175753978897
Llano Grande,0.348668409794,2024-11-01,76.9761826954,-0.491814062211
Llano Norte,0.828007722372,2024-11-01,90.4654112307,-1.13101709847
Piedras Gordas,0.418169336774,2024-11-01,79.8264672082,-0.6544768802
Capellanía,0.291341860041,2024-11-01,75.8026512774,1.43319918472
El Caño,0.326512928169,2024-11-01,76.2093744757,0.750886758352
Guzmán,0.514070990505,2024-11-01,81.6183786019,0.0652062030962
Las Huacas,0.251458269835,2024-11-01,69.950850127,0.904909798956
Natá (Cabecera),0.340536029274,2024-11-01,67.5041665858,1.34550791306
Toza,0.373935402599,2024-11-01,64.4769653727,1.17859427657
